molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL1921900,O=C(O)CC[C@H](NP(=O)(O)OC[C@H](NC(=O)CC[C@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)O)C(=O)O)C(=O)O,active,1225.1100000000001,1.164900000000012,11.0,21.0,8.714442690992227
CHEMBL303352,O=C(O)CCC(CCCS)C(=O)O,active,206.263,1.262,3.0,3.0,7.045757490560675
CHEMBL382398,O=C(O)c1cccc(CC(CCCS)C(=O)O)c1,active,268.33399999999995,2.3381,3.0,3.0,7.823908740944319
CHEMBL1287900,O=C(O)c1cccc(-n2c(C(=O)O)c(CCS)c3ccccc32)c1,active,341.38800000000003,3.499200000000002,3.0,4.0,7.657577319177793
CHEMBL294565,O=C(O)CCCCS,intermediate,134.20000000000002,1.1711,2.0,2.0,5.853871964321762
CHEMBL2152434,O=C(O)c1cccc(CS)c1,intermediate,168.21699999999998,1.8146,2.0,2.0,5.886056647693163
CHEMBL2152435,O=C(O)c1cc(CS)ccc1-c1ccccc1,intermediate,244.31500000000003,3.481600000000001,2.0,2.0,5.2441251443275085
CHEMBL2152436,O=C(O)c1ccccc1-c1ccc(CS)cc1C(=O)O,active,288.324,3.179800000000002,3.0,3.0,6.468521082957745
CHEMBL2152437,O=C(O)c1cccc(-c2ccc(CS)cc2C(=O)O)c1,active,288.324,3.179800000000001,3.0,3.0,7.42021640338319
CHEMBL2152438,O=C(O)c1ccc(-c2ccc(CS)cc2C(=O)O)cc1,active,288.32399999999996,3.179800000000001,3.0,3.0,7.2839966563652006
CHEMBL2152439,O=C(O)c1cc(CS)ccc1OCc1ccccc1,active,274.341,3.393600000000002,2.0,3.0,6.376750709602099
CHEMBL2152555,O=C(O)c1ccccc1COc1ccc(CS)cc1C(=O)O,active,318.35,3.091800000000001,3.0,4.0,7.3872161432802645
CHEMBL2152556,O=C(O)c1cccc(COc2ccc(CS)cc2C(=O)O)c1,active,318.3500000000001,3.091800000000001,3.0,4.0,8.698970004336019
CHEMBL2152557,O=C(O)c1ccc(COc2ccc(CS)cc2C(=O)O)cc1,active,318.35,3.091800000000001,3.0,4.0,7.795880017344075
CHEMBL2152558,O=C(O)c1ccccc1CCS,active,182.24399999999997,1.8571000000000004,2.0,2.0,6.031517051446065
CHEMBL2152559,O=C(O)c1c(CCS)cccc1-c1ccccc1,intermediate,258.34200000000004,3.5241000000000016,2.0,2.0,5.853871964321762
CHEMBL2152560,O=C(O)c1ccccc1-c1cccc(CCS)c1C(=O)O,active,302.35100000000006,3.222300000000002,3.0,3.0,6.638272163982407
CHEMBL2152561,O=C(O)c1cccc(-c2cccc(CCS)c2C(=O)O)c1,active,302.351,3.2223000000000015,3.0,3.0,8.698970004336019
CHEMBL2152562,O=C(O)c1ccc(-c2cccc(CCS)c2C(=O)O)cc1,active,302.351,3.2223000000000015,3.0,3.0,8.154901959985743
CHEMBL2152563,O=C(O)c1c(CCS)cccc1OCc1ccccc1,active,288.368,3.4361000000000024,2.0,3.0,6.698970004336019
CHEMBL2152564,O=C(O)c1ccccc1COc1cccc(CCS)c1C(=O)O,active,332.377,3.134300000000002,3.0,4.0,6.853871964321762
CHEMBL2152565,O=C(O)c1cccc(COc2cccc(CCS)c2C(=O)O)c1,active,332.377,3.1343000000000014,3.0,4.0,7.161150909262744
CHEMBL2152566,O=C(O)c1ccc(COc2cccc(CCS)c2C(=O)O)cc1,active,332.37700000000007,3.1343000000000014,3.0,4.0,6.698970004336019
CHEMBL2177506,O=C(O)[C@H](F)C[C@@H](CP(=O)(O)O)C(=O)O,active,244.111,-0.3223000000000002,4.0,3.0,7.048662481204082
CHEMBL2177510,O=C(O)[C@@H](F)C[C@@H](CP(=O)(O)O)C(=O)O,active,244.111,-0.3223000000000002,4.0,3.0,7.252588192113577
CHEMBL2177509,O=C(O)[C@H](C[C@@H](F)C(=O)O)CP(=O)(O)O,active,244.111,-0.3223,4.0,3.0,8.09151498112135
CHEMBL2177507,O=C(O)[C@@H](F)C[C@H](CP(=O)(O)O)C(=O)O,active,244.111,-0.3223000000000002,4.0,3.0,8.508638306165727
CHEMBL2177508,O=C(O)C(F)CC(CP(=O)(O)O)C(=O)O,active,244.111,-0.3223000000000002,4.0,3.0,8.167491087293763
CHEMBL47009,O=C(O)CCC(CP(=O)(O)O)C(=O)O,active,226.121,-0.27029999999999993,4.0,3.0,8.958607314841775
CHEMBL334737,O=C(O)CCCC(CP(=O)(O)O)C(=O)O,active,240.148,0.11979999999999996,4.0,3.0,6.732828271596986
CHEMBL3116049,O=C(O)c1cccc(-c2cccc3c2C(=O)SCC3)c1,inactive,284.336,3.481300000000002,1.0,3.0,4.698970004336019
CHEMBL3116048,O=C(O)CCC1CCCSC1=O,intermediate,188.248,1.521,1.0,3.0,5.698970004336019
CHEMBL303352,O=C(O)CCC(CCCS)C(=O)O,active,206.263,1.262,3.0,3.0,7.045757490560675
CHEMBL46005,O=C(O)CC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,320.2540000000001,-1.0783999999999987,6.0,5.0,7.327902142064283
CHEMBL3427434,O=C(O)CC[C@H](NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O,intermediate,593.4540000000004,0.1631000000000014,8.0,8.0,5.886056647693163
CHEMBL3427433,NCCCCCC(=O)N[C@@H](CCC(=O)N[C@@H](CCCOP(=O)(O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O,inactive,584.5160000000003,-0.7706999999999928,9.0,9.0,4.721246399047171
CHEMBL3427432,N[C@@H](CCC(=O)N[C@@H](CCCOP(=O)(O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O,inactive,471.3560000000003,-1.4472999999999958,8.0,8.0,4.568636235841013
CHEMBL3427435,O=C(O)CC[C@H](NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NC(=O)CCCCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O,active,706.6140000000006,0.8397000000000026,9.0,9.0,6.3979400086720375
CHEMBL3427436,N[C@@H](CCC(=O)N1C[C@H](OP(=O)(O)N[C@@H](CCC(=O)O)C(=O)O)C[C@H]1C(=O)O)C(=O)O,inactive,469.34000000000026,-1.7427999999999955,7.0,8.0,4.221848749616356
CHEMBL3427437,N[C@@H](CCC(=O)N1C[C@@H](OP(=O)(O)N[C@@H](CCC(=O)O)C(=O)O)C[C@@H]1C(=O)O)C(=O)O,inactive,469.34000000000026,-1.7427999999999955,7.0,8.0,3.447331783887807
CHEMBL3427438,NCCCCCC(=O)N[C@@H](CCC(=O)N1C[C@H](OP(=O)(O)N[C@@H](CCC(=O)O)C(=O)O)C[C@H]1C(=O)O)C(=O)O,inactive,582.5000000000003,-1.0661999999999938,8.0,9.0,4.102372908709558
CHEMBL3427439,NCCCCCC(=O)N[C@@H](CCC(=O)N1C[C@@H](OP(=O)(O)N[C@@H](CCC(=O)O)C(=O)O)C[C@@H]1C(=O)O)C(=O)O,inactive,582.5000000000003,-1.0661999999999938,8.0,9.0,3.9507819773298185
CHEMBL3427440,O=C(O)CC[C@H](NP(=O)(O)O[C@@H]1C[C@@H](C(=O)O)N(C(=O)CC[C@H](NC(=O)c2ccc(F)cc2)C(=O)O)C1)C(=O)O,intermediate,591.4380000000003,-0.13239999999999902,7.0,8.0,5.585026652029182
CHEMBL3427441,O=C(O)CC[C@H](NP(=O)(O)O[C@H]1C[C@H](C(=O)O)N(C(=O)CC[C@H](NC(=O)c2ccc(F)cc2)C(=O)O)C1)C(=O)O,intermediate,591.4380000000003,-0.13239999999999902,7.0,8.0,5.522878745280337
CHEMBL3427442,O=C(O)CC[C@H](NP(=O)(O)O[C@@H]1C[C@@H](C(=O)O)N(C(=O)CC[C@H](NC(=O)CCCCCNC(=O)c2ccc(F)cc2)C(=O)O)C1)C(=O)O,intermediate,704.5980000000005,0.5442000000000028,8.0,9.0,5.886056647693163
CHEMBL3427443,O=C(O)CC[C@H](NP(=O)(O)O[C@H]1C[C@H](C(=O)O)N(C(=O)CC[C@H](NC(=O)CCCCCNC(=O)c2ccc(F)cc2)C(=O)O)C1)C(=O)O,inactive,704.5980000000005,0.5442000000000028,8.0,9.0,4.958607314841775
CHEMBL303352,O=C(O)CCC(CCCS)C(=O)O,active,206.263,1.262,3.0,3.0,7.045757490560675
CHEMBL47009,O=C(O)CCC(CP(=O)(O)O)C(=O)O,active,226.121,-0.27029999999999993,4.0,3.0,9.522878745280337
CHEMBL47009,O=C(O)CCC(CP(=O)(O)O)C(=O)O,active,226.121,-0.27029999999999993,4.0,3.0,7.2839966563652006
CHEMBL3785201,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCn1cc(COCCOCCOCCOCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nn1)C(=O)O)C(=O)O,active,742.6960000000005,1.013700000000004,6.0,16.0,8.045757490560675
CHEMBL3786507,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCn1cc(COCCOCCOCCOCCOCCOCCOCCOCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nn1)C(=O)O)C(=O)O,active,918.9080000000001,1.0801000000000098,6.0,20.0,7.638272163982407
CHEMBL3786511,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCn1nnc(COCCOCCOCCOCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1I)C(=O)O)C(=O)O,active,868.5920000000006,1.6183000000000025,6.0,16.0,7.522878745280337
CHEMBL3785826,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCn1nnc(COCCOCCOCCOCCOCCOCCOCCOCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1I)C(=O)O)C(=O)O,active,1044.804,1.6847000000000092,6.0,20.0,7.619788758288394
CHEMBL3786463,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Cn1nnc(COCCOCCOCCOCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1I)C(=O)O)C(=O)O,active,925.6440000000005,0.7345000000000077,7.0,17.0,7.823908740944319
CHEMBL3785709,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Cn1nnc(COCCOCCOCCOCCOCCOCCOCCOCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1I)C(=O)O)C(=O)O,active,1101.856,0.8009000000000126,7.0,21.0,7.853871964321762
CHEMBL3785786,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Cn1nnc(I)c1COCCOCCOCCOCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O)C(=O)O,active,925.6439999999998,0.7345000000000068,7.0,17.0,7.721246399047171
CHEMBL3786678,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Cn1nnc(I)c1COCCOCCOCCOCCOCCOCCOCCOCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O)C(=O)O,active,1101.8559999999993,0.8009000000000117,7.0,21.0,7.008773924307505
CHEMBL3787537,NCc1c(I)nnn1CC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,583.3400000000005,-1.301699999999995,7.0,9.0,6.910094888560602
CHEMBL3786632,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Cn1nnc(I)c1CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O)C(=O)O,active,749.4320000000002,0.6681000000000012,7.0,13.0,8.522878745280337
CHEMBL63454,O=C(O)CCC(CCC(=O)NO)C(=O)O,intermediate,219.193,-0.16239999999999966,4.0,4.0,5.920818753952375
CHEMBL3818599,O=C(CC[C@@H](Cc1ccc(C(=O)O)cc1)C(=O)O)NO,active,281.26399999999995,0.9137000000000002,4.0,4.0,7.013228265733755
CHEMBL3818203,O=C(CC[C@H](Cc1ccc(C(=O)O)cc1)C(=O)O)NO,active,281.26399999999995,0.9137000000000002,4.0,4.0,7.356547323513812
CHEMBL3818465,O=C(CCC(Cc1ccc(C(=O)O)cc1)C(=O)O)NO,active,281.26399999999995,0.9137000000000002,4.0,4.0,7.200659450546418
CHEMBL3856119,CC(=O)NC(=N)c1ccc2[nH]c(-c3cc(-c4ccc(CNC(=O)[C@H](CCCCNC(=O)CCCCC[N+]5=C(/C=C/C6=C/C(=C/C=C7/N(C)c8ccc(S(=O)(=O)O)cc8C7(C)C)CCC6)C(C)(C)c6cc(S(=O)(=O)O)ccc65)NC(=O)CCCCCCC(=O)NCCCCC(NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)cc4)ccc3O)cc2c1,active,1676.013000000001,11.788569999999996,15.0,16.0,7.6020599913279625
CHEMBL3856123,CN1/C(=C/C=C2/C=C(/C=C/C3=[N+](CCCCCC(=O)NCCCC[C@H](NC(=O)CCCCCCC(=O)NCCCCC(NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)NCc4ccc(-c5ccc(O)c(-c6cc7cc(C(=N)N)ccc7[nH]6)c5)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,active,1633.9759999999999,11.611169999999994,15.0,15.0,7.552841968657781
CHEMBL3818465,O=C(CCC(Cc1ccc(C(=O)O)cc1)C(=O)O)NO,active,281.26399999999995,0.9137000000000002,4.0,4.0,7.3979400086720375
CHEMBL4072291,CC(=O)ONC(=O)CCC(Cc1ccc(C(=O)O)cc1)C(=O)O,intermediate,323.30100000000004,1.0026000000000002,3.0,5.0,5.301029995663981
CHEMBL4093384,CC(=O)Oc1ccc(CONC(=O)CCC(Cc2ccc(C(=O)O)cc2)C(=O)O)cc1,intermediate,429.4250000000001,2.581600000000001,3.0,6.0,5.301029995663981
CHEMBL4072668,Cc1oc(=O)oc1CONC(=O)CCC(Cc1ccc(C(=O)O)cc1)C(=O)O,active,393.34800000000007,1.51092,3.0,7.0,6.267606240177032
CHEMBL4085644,CCOC(=O)c1ccc(CC(CCC(=O)NOCc2ccc(OC(C)=O)cc2)C(=O)O)cc1,intermediate,457.47900000000016,3.060100000000001,2.0,7.0,5.301029995663981
CHEMBL4064073,CCOC(=O)c1ccc(CC(CCC(=O)NOCc2ccc(OC(C)=O)cc2)C(=O)OCC)cc1,intermediate,485.53300000000024,3.5386000000000024,1.0,8.0,5.301029995663981
CHEMBL4077788,CC(=O)Oc1ccc(CONC(=O)CCC(Cc2ccc(C(=O)OCOC(=O)OC(C)C)cc2)C(=O)O)cc1,intermediate,545.5410000000004,3.559300000000002,2.0,10.0,5.301029995663981
CHEMBL510924,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,549.3180000000002,1.2616999999999992,6.0,5.0,10.67778070526608
CHEMBL4280968,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)N(CCNC(=O)c1ccc(F)nc1)c1ccccc1)C(=O)O)C(=O)O,active,575.5500000000003,1.2244000000000013,6.0,7.0,9.886056647693163
CHEMBL4291603,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)NCCNC(=O)c1ccc(F)nc1)C(=O)O)C(=O)O,active,499.4520000000002,-0.6925999999999972,7.0,7.0,8.954677021213342
CHEMBL4286872,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)N(CCNC(=O)c1ccc(F)cc1)c1ccccc1)C(=O)O)C(=O)O,active,574.5620000000002,1.8294000000000001,6.0,6.0,9.823908740944319
CHEMBL4294773,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)NCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O,active,498.4640000000002,-0.08759999999999757,7.0,6.0,9.0268721464003
CHEMBL4281573,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)NC(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)O)C(=O)O,active,535.5000000000002,2.4111000000000002,6.0,5.0,8.924453038607469
CHEMBL4289458,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)N1CCN(c2ccc(F)cc2)CC1)C(=O)O)C(=O)O,active,496.49200000000025,0.7150000000000002,5.0,6.0,8.882728704344236
CHEMBL4284995,CN(C(=O)CCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)c1ccc(F)nc1,active,442.40000000000015,0.42420000000000135,5.0,6.0,10.1249387366083
CHEMBL4292853,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)Nc1ccc(F)nc1)C(=O)O)C(=O)O,active,428.3730000000001,0.39990000000000003,6.0,6.0,9.00436480540245
CHEMBL4288368,CN(C(=O)CCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)c1ccc(F)cc1,active,441.41200000000015,1.0292000000000006,5.0,5.0,9.698970004336019
CHEMBL4277729,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)Nc1cccc(F)c1)C(=O)O)C(=O)O,active,427.3850000000001,1.0048999999999995,6.0,5.0,9.55284196865778
CHEMBL4291782,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)Nc1ccc(F)cc1)C(=O)O)C(=O)O,active,427.3850000000001,1.0048999999999986,6.0,5.0,9.455931955649724
CHEMBL4281157,C[C@H](NC(=O)CCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)c1ccc(F)nc1,active,456.42700000000013,0.6386000000000012,6.0,6.0,8.350665141287859
CHEMBL4287838,C[C@@H](NC(=O)CCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)c1ccc(F)cc1,active,455.43900000000014,1.2436000000000005,6.0,5.0,8.26440110030182
CHEMBL4279929,C[C@H](NC(=O)CCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)c1ccc(F)cc1,active,455.43900000000014,1.2436000000000005,6.0,5.0,8.280668713016274
CHEMBL4291245,CN(Cc1cccc(F)c1)C(=O)CCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,455.4390000000002,1.0248000000000013,5.0,5.0,9.337242168318426
CHEMBL4283406,CN(Cc1ccc(F)cc1)C(=O)CCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,455.4390000000002,1.0248000000000013,5.0,5.0,9.193820026016112
CHEMBL4294649,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)NCc1ccccc1F)C(=O)O)C(=O)O,active,441.41200000000015,0.6826000000000013,6.0,5.0,8.675717544702307
CHEMBL4286751,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)NCc1cccc(F)c1)C(=O)O)C(=O)O,active,441.41200000000015,0.6826000000000004,6.0,5.0,8.536107011014092
CHEMBL4279502,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCC(=O)NCc1ccc(F)cc1)C(=O)O)C(=O)O,active,441.41200000000015,0.6826000000000004,6.0,5.0,8.6345120151091
CHEMBL4513258,CC(C)C[C@@H](NC(=O)O[C@H](CCC(=O)O)C(=O)O)C(=O)O,intermediate,305.283,0.5299000000000003,4.0,5.0,5.069050968832477
CHEMBL4462654,CC(C)C[C@H](NC(=O)O[C@H](CCC(=O)O)C(=O)O)C(=O)O,active,305.283,0.5299000000000003,4.0,5.0,6.200659450546418
CHEMBL4473741,CC(C)C[C@@H](NC(=O)O[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,305.283,0.5299000000000003,4.0,5.0,8.050609993355087
CHEMBL4442450,CC(C)C[C@H](NC(=O)O[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,305.283,0.5299000000000003,4.0,5.0,9.187086643357144
CHEMBL4587808,CC(C)C[C@@H](OC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,305.283,0.5299000000000003,4.0,5.0,6.274905478918531
CHEMBL4541841,CC(C)C[C@H](OC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,305.283,0.5299000000000003,4.0,5.0,7.772113295386326
CHEMBL4458733,CC(C)C[C@@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,304.299,0.10290000000000182,5.0,4.0,7.798602875679548
CHEMBL596351,CC(C)C[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,active,304.299,0.10290000000000182,5.0,4.0,9.301029995663981
CHEMBL4453028,O=C(O)CC[C@H](NC(=O)N[C@H](CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,549.3180000000002,1.2616999999999992,6.0,5.0,6.0
CHEMBL510924,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,549.3180000000002,1.2616999999999992,6.0,5.0,9.657577319177793
CHEMBL4439962,O=C(O)CC[C@H](NC(=O)NCC[C@@H](NC(=O)CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,620.3970000000003,0.7680000000000009,7.0,6.0,6.0
CHEMBL4524986,O=C(O)CC[C@H](NC(=O)NCC[C@@H](NC(=O)CCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,606.3700000000002,0.3779000000000011,7.0,6.0,6.0
CHEMBL4588782,O=C(O)CC[C@H](NC(=O)NCC[C@@H](NC(=O)CCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,592.3430000000002,-0.012199999999997435,7.0,6.0,6.0
CHEMBL4514701,O=C(O)CC[C@H](NC(=O)NCC[C@@H](NC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,521.2640000000001,0.4814999999999997,6.0,5.0,6.0
CHEMBL4558538,O=C(O)CC[C@H](NC(=O)NCC[C@H](NC(=O)CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,620.3970000000003,0.7680000000000009,7.0,6.0,6.709965388637482
CHEMBL4586744,O=C(O)CC[C@H](NC(=O)NCC[C@H](NC(=O)CCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,606.3700000000002,0.3779000000000011,7.0,6.0,6.546681659952962
CHEMBL4471968,O=C(O)CC[C@H](NC(=O)NCC[C@H](NC(=O)CCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,592.3430000000002,-0.012199999999997435,7.0,6.0,6.97061622231479
CHEMBL4457563,O=C(O)CC[C@H](NC(=O)NCC[C@H](NC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,521.2640000000001,0.4814999999999997,6.0,5.0,6.399027104313252
CHEMBL4445179,O=C(O)CC[C@H](NC(=O)NC[C@@H](NC(=O)CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,606.3700000000002,0.3779000000000011,7.0,6.0,7.777283528852417
CHEMBL4590944,O=C(O)CC[C@H](NC(=O)NC[C@@H](NC(=O)CCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,592.3430000000002,-0.01219999999999788,7.0,6.0,8.401209493236886
CHEMBL4513630,O=C(O)CC[C@H](NC(=O)NC[C@@H](NC(=O)CCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,578.3160000000003,-0.4022999999999975,7.0,6.0,7.924453038607469
CHEMBL4461865,O=C(O)CC[C@H](NC(=O)NC[C@@H](NC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,507.23700000000014,0.09140000000000026,6.0,5.0,7.958607314841775
CHEMBL4466904,O=C(O)CC[C@H](NC(=O)NC[C@H](NC(=O)CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,606.3700000000002,0.3779000000000011,7.0,6.0,6.809668301829708
CHEMBL4459899,O=C(O)CC[C@H](NC(=O)NC[C@H](NC(=O)CCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,592.3430000000002,-0.01219999999999788,7.0,6.0,6.0
CHEMBL4459755,O=C(O)CC[C@H](NC(=O)NC[C@H](NC(=O)CCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,578.3160000000003,-0.4022999999999975,7.0,6.0,6.0
CHEMBL4550529,O=C(O)CC[C@H](NC(=O)NC[C@H](NC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,active,507.23700000000014,0.09140000000000026,6.0,5.0,6.0
CHEMBL4299851,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(F)nc1)C(=O)O)C(=O)O,active,442.40000000000015,0.19120000000000015,6.0,6.0,8.806875401645538
CHEMBL458202,NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,intermediate,319.314,-0.8141999999999985,6.0,5.0,5.8326826652518236
CHEMBL4444705,[N-]=[N+]=NCCCCCC(=O)N(CCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)Cc1ccc(O)cc1,active,564.5960000000003,2.832200000000001,6.0,7.0,6.853871964321762
CHEMBL4449364,[N-]=[N+]=NCCCCCC(=O)N(CCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)Cc1ccc(Br)cc1,active,627.4930000000003,3.8891000000000018,5.0,6.0,6.769551078621726
CHEMBL4463310,[N-]=[N+]=NCCCCCC(=O)N(CCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)Cc1ccc(Cl)cc1,active,583.0420000000003,3.780000000000002,5.0,6.0,6.958607314841775
